评论ID,原始评论,清洗后纯评论（无地名/无新增词）,核心分词（无地名/无新增词）,核心分词字符串（无地名/无新增词）,情感分析结果,解析
830,谁懂吴邪出现的救赎感,谁懂吴邪出现的救赎感,"['吴邪', '出现', '救赎']",吴邪 出现 救赎,1,评论中“救赎感”一词带有强烈的积极情感色彩，表达了角色出现带来的治愈和希望，整体传递出感动与赞赏的正面情绪。
829,让我想到了戏神,让我想到了戏神,"['想到', '戏神']", 戏神,0,该评论仅表达了联想或回忆的内容，没有使用明显的情感词汇，也没有表达出明确的喜爱或厌恶情绪，属于陈述性表达，整体情感倾向为中性。
834,傩（nuo二声）戏起，百病消,傩（nuo二声）戏起，百病消,"['nuo', '二声', '戏起', '百病']",傩戏 百病,1,该评论引用传统文化元素“傩戏”，并赋予其“百病消”的美好寓意，语言简洁有力，传递出积极、祈福的正面情感，整体表达了对健康与平安的期许。
835,傩戏不是安顺的非遗文化吗，,傩戏不是安顺的非遗文化吗，,"['傩戏', '安顺', '非遗', '文化']",傩戏 安顺 非遗 文化,0,该评论仅陈述了一个事实性的疑问，即询问傩戏是否属于安顺的非遗文化，没有表达明显的积极或消极情绪，属于中性信息确认。
837,竟然有我们京剧猫,竟然有我们京剧猫,"['竟然', '京剧']",京剧猫,1,该评论使用了“竟然有”这一表达惊喜的词汇，结合“京剧猫”这一具体内容，传达出意外发现喜爱元素的喜悦之情，整体情感倾向为正面。
836,江西宜春万载有傩舞,江西宜春万载有傩舞,"['宜春', '万载', '傩舞']",宜春 万载 傩舞,0,该评论仅陈述了“江西宜春万载有傩舞”这一事实，未使用任何带有情感色彩的词汇或表达个人态度，属于客观信息描述，无明显情感倾向。
838,梁月！！！！啊啊啊！,梁月！！！！啊啊啊！,"['梁月', '啊啊啊']",梁月 ,1,评论中使用了“梁月！！！！啊啊啊！”的表达方式，感叹号和重复的“啊”体现了强烈的兴奋和喜爱之情，属于对角色或内容的积极情感表达，整体倾向为正面。
840,摊面魈也可以,摊面魈也可以,"['摊面', '可以']",摊面 ,0,该评论仅陈述了“摊面魈也可以”这一事实，没有使用明显的情感词汇，也没有表达喜爱、厌恶或批评等主观态度，属于中性陈述。
839,博主拍的很好，但是想纠正一下“非遗文化”这个词在学术领域还是不太认可的,博主拍的很好，但是想纠正一下非遗文化这个词在学术领域还是不太认可的,"['博主', '好', '但是', '纠正', '一下', '非遗', '文化', '学术', '领域', '不太', '认可']",博主 好 但是  非遗 文化 学术 领域 不太 认可,0,该评论前半部分“博主拍的很好”表达了肯定态度，但后半部分“想纠正一下”提出了学术层面的不同观点，整体语气平和、客观，属于建设性反馈而非情绪化批评，因此情感倾向为中性。
841,绝美呢,绝美呢,['绝美'],绝美,1,评论使用了“绝美”这一高度赞扬的词汇，直接表达了对事物外观或内容的强烈欣赏和喜爱，情感倾向明确为正面。
845,妈妈是京剧猫,妈妈是京剧猫,"['妈妈', '京剧']",京剧猫,0,该评论仅陈述了“妈妈是京剧猫”这一事实，没有使用明显的情感词汇或表达主观态度，属于客观陈述，因此情感倾向为中性。
842,我不是戏神!,我不是戏神!,['戏神'],戏神,0,该评论仅表达了对“戏神”身份的否认，没有使用明显的积极或消极词汇，也没有表达具体的情感倾向，属于陈述个人身份的中性表达。
843,哇塞，还带梁月玩啊,哇塞，还带梁月玩啊,"['哇塞', '带梁']",哇塞 带梁,1,评论中“哇塞”是表示惊喜和兴奋的语气词，“还带梁月玩啊”带有意外和欣喜的意味，整体表达了对联动内容包含特定角色的积极认可和愉悦情绪。
844,好漂亮，    好棒,好漂亮， 好棒,"['好', '漂亮', '好棒']",漂亮 好棒,1,该评论使用了“好漂亮”、“好棒”等直接且强烈的积极词汇，直接表达了赞美和喜爱的情感，没有任何负面或中性的修饰，整体情感倾向明确为正面。
846,老师好厉害啊,老师好厉害啊,"['好', '厉害']",好 厉害,1,该评论使用了“好厉害”这一积极评价词汇，直接表达了对老师的赞美和钦佩之情，情感倾向明确为正面。
848,我今天模考刚考关于传统文化的互联网二次创作...,我今天模考刚考关于传统文化的互联网二次创作...,"['模考', '刚考', '关于', '传统文化', '互联网', '二次', '创作', '...']",模考 刚考 关于 传统文化 互联网 二次 创作 ...,0,该评论仅陈述了模考内容涉及传统文化二次创作的事实，未表达个人喜好或评价，缺乏明显的情感倾向词，属于中性陈述。
847,第一次知道有这个戏啊，又涨知识了,第一次知道有这个戏啊，又涨知识了,"['第一次', '知识']",第一次 知识,1,评论中使用了“涨知识”这一积极表达，体现了对获得新信息的满足感和正面评价，整体情感倾向为正面。
849,我是真喜欢傩戏,我是真喜欢傩戏,"['喜欢', '傩戏']",喜欢 傩戏,1,评论中使用了“真喜欢”这一明确表达个人喜好的积极词汇，直接传达了对傩戏的强烈喜爱之情，情感倾向清晰且积极。
852,要永远幸福啊,要永远幸福啊,"['要', '永远', '幸福']",要 永远 幸福,1,该评论使用了“永远幸福”这一表达美好祝愿的积极词汇，直接传递出对他人或事物的真诚祝福和正面期许，整体情感倾向明确为正面。
851,看到有非遗气不气,看到有非遗气不气,"['看到', '', '非遗', '气不气']",看到  非遗 气不气,-1,评论中“气不气”带有挑衅和幸灾乐祸的语气，意在引发对方不满或愤怒，整体表达出明显的负面情绪和攻击性倾向。
850,没人说天官吗？天官经常和那些文化遗产联名啊,没人说天官吗？天官经常和那些文化遗产联名啊,"['没人', '天官', '经常', '文化遗产', '联名']",天官 经常 文化遗产 联名,0,该评论仅陈述了“天官”与文化遗产联名的事实，并询问为何无人提及，未使用明显的情感词汇或表达个人态度，属于客观信息询问，情感倾向中性。
853,我们曲娘好漂亮呀,我们曲娘好漂亮呀,"['曲娘', '好', '漂亮']",曲娘 好 漂亮,1,该评论使用了“好漂亮”等积极词汇，直接表达了对“曲娘”这一角色的喜爱和赞美，情感表达明确且充满欣赏之意，整体情感倾向为正面。
854,天官赐福，_______,天官赐福，,['天官赐福'],天官赐福,0,该评论仅提及作品名称“天官赐福”，未表达任何个人情感或评价，属于中性陈述，没有明显的情感倾向。
858,傩舞的面具都是很难雕刻，现在会雕刻的人也很少了,傩舞的面具都是很难雕刻，现在会雕刻的人也很少了,"['傩舞', '面具', '雕刻', '雕刻', '很少']",傩舞 面具 雕刻 雕刻 很少,0,该评论客观陈述了傩舞面具雕刻难度高和传承者减少的事实，未使用明显的情感词汇或表达主观态度，仅传递信息性内容，属于中性描述。
856,傩戏，日本其实也有偷，和偷唐朝服饰妆容一样偷的有点不伦不类,傩戏，日本其实也有偷，和偷唐朝服饰妆容一样偷的有点不伦不类,"['傩戏', '其实', '唐朝', '服饰', '妆容', '一样', '有点', '不伦不类']",傩戏  唐朝 服饰 妆容,-1,评论中使用“偷”、“不伦不类”等贬义词汇，明确指责日本文化借鉴行为，带有强烈的批判和不满情绪，整体情感倾向为负面。
860,啊啊啊啊啊，是京剧猫，我们冷门有救了,啊啊啊啊啊，是京剧猫，我们冷门有救了,"['啊啊啊', '京剧', '冷门', '有救']", 京剧 冷门 有救,1,评论中使用了“啊啊啊啊啊”表达兴奋情绪，并提到“有救了”这一积极表述，显示出对联动内容的强烈期待和喜悦，整体情感倾向为正面。
855,好漂亮,好漂亮,"['好', '漂亮']",好 漂亮,1,该评论使用了“好漂亮”这一积极词汇，直接表达了对事物外观或内容的赞美与喜爱，情感倾向明确为正面。
859,啊啊啊啊爷爷好棒，99,啊啊啊啊爷爷好棒，99,"['啊啊啊', '爷爷', '好棒', '', '99']",  好棒  ,1,评论中使用了“啊啊啊啊”表达激动情绪，“好棒”是明确的积极评价，“99”在网络语境中通常表示祝福或支持，整体表达了对“爷爷”的赞赏与喜爱，情感倾向明显为正面。
857,带上面具为神 摘下面具为人,带上面具为神 摘下面具为人,"['带上', '面具', '为神', '摘下', '面具']",带上 面具 为神 摘下 面具,0,该评论描述了一种状态或理念，即戴面具时像神一样，摘下面具则回归为人。这种表述更多是客观陈述或哲理思考，没有使用明显的情感词汇，也没有表达出对特定事物的褒贬态度，因此情感倾向为中性。
861,好高质啊啊啊啊啊好厉害,好高质啊啊啊啊啊好厉害,"['好', '高质', '啊啊啊', '好', '厉害']",好 高质 厉害,1,该评论使用了“好高质”、“好厉害”等强烈积极词汇，并通过重复和感叹句式增强了赞美语气，明确表达了对内容品质的高度认可和兴奋情绪，整体情感倾向为正面。
865,我也拍喽云间山泽这套服装大部分傩戏元素上新的时候真惊艳到我了,我也拍喽云间山泽这套服装大部分傩戏元素上新的时候真惊艳到我了,"['云间', '山泽', '这套', '服装', '大部分', '傩戏', '元素', '时候', '惊艳']",云间 山泽 这套 服装 大部分 傩戏 元素  惊艳,1,评论中使用了“真惊艳到我了”等强烈积极词汇，表达了对服装设计的赞赏和喜爱，整体情感倾向明显为正面。
863,老师我好像看到我们梁月了是吗,老师我好像看到我们梁月了是吗,"['好像', '看到', '梁月']",好像 看到 梁月,1,评论中使用了“好像看到我们梁月了”的表达，带有惊喜和期待的意味，体现出对角色或内容的亲切感和喜爱，整体情感倾向为正面。
862,我第一次接触傩戏文化，竟然是在小说剧我没招了,我第一次接触傩戏文化，竟然是在小说剧我没招了,"['第一次', '接触', '傩戏', '文化', '竟然', '小说', '没招']",第一次 接触 傩戏 文化  小说 没招,0,该评论陈述了首次接触傩戏文化的场景，语气较为平淡，未使用明显积极或消极的词汇，仅表达一种事实性的观察，情感倾向不明确。
864,看得出来下足了功夫。：）,看得出来下足了功夫。：）,"['看得出来', '下足', '功夫']",看得 下足 功夫,1,评论中“下足了功夫”表达了对作品或内容的认可与赞赏，结尾的表情符号“：）”进一步强化了积极情绪，整体传递出肯定和满意的情感倾向。
867,陈伶大王万岁！,陈伶大王万岁！,"['陈伶', '大王', '万岁']",陈伶  万岁,1,评论中使用了“大王万岁”这一带有强烈赞美和拥护意味的表达，体现了对“陈伶”的高度认可和积极支持，整体情感倾向明显为正面。
869,来支持河南女子了,来支持河南女子了,"['支持', '女子']",支持 河南 女子,1,该评论表达了明确的支持态度，使用了“支持”这一积极词汇，体现出对河南女性的认可与鼓励，整体情感倾向为正面。
866,江西是傩戏之乡，从没见过,江西是傩戏之乡，从没见过,"['傩戏', '从没', '见过']",傩戏 江西,0,该评论仅陈述了“江西是傩戏之乡”的事实，并表达了“从没见过”的个人经历，未使用明显的情感词汇或表达态度倾向，属于客观描述，因此情感倾向为中性。
868,啊啊啊啊啊啊啊，我的曲娘！梁月！！！,啊啊啊啊啊啊啊，我的曲娘！梁月！！！,"['啊啊啊', '啊啊啊', '曲娘', '梁月']", 曲娘 梁月,1,该评论使用了多个感叹词“啊啊啊啊啊啊啊”和感叹号，表达了强烈的兴奋和喜爱之情，直接点名角色“曲娘”和“梁月”并带有感叹，显示出对内容的热情支持，整体情感倾向为正面。
871,因为喜欢一个游戏角色和傩戏有关，大学的毕业设计和毕业论文就是关于傩文化的,因为喜欢一个游戏角色和傩戏有关，大学的毕业设计和毕业论文就是关于傩文化的,"['因为', '喜欢', '一个', '游戏', '角色', '傩戏', '有关', '大学', '毕业设计', '毕业论文', '关于', '文化']", 喜欢 一个 游戏 角色 傩戏 有关 大学 毕业设计 毕业论文 关于 文化,1,评论者表达了对游戏角色的喜爱，并因此将傩文化作为毕业设计和论文的主题，体现了积极的兴趣和投入，整体情感倾向为正面。
870,因为桃源深处有人家才知道的傩戏,因为桃源深处有人家才知道的傩戏,"['因为', '桃源', '深处', '人家', '傩戏']", 桃源 深处 人家 傩戏,0,该评论仅陈述了通过游戏《桃源深处有人家》了解到傩戏这一事实，没有使用明显的情感词汇，也没有表达喜爱、批评或期待等主观态度，属于客观陈述，因此情感倾向为中性。
874,我不是戏神！,我不是戏神！,['戏神'],戏神,-1,该评论使用了感叹号和否定句式，表达了一种强烈的否认和抗拒情绪，可能带有不满或抵触的心理，整体情感倾向为负面。
872,08年我在邯郸上学的时候，我们老师说她正在和其他工作者做复兴傩戏的工作。,08年我在邯郸上学的时候，我们老师说她正在和其他工作者做复兴傩戏的工作。,"['08', '邯郸', '上学', '时候', '正在', '其他', '工作者', '复兴', '傩戏', '工作']", 复兴 傩戏,0,该评论陈述了个人经历中的事实信息，描述了老师参与复兴傩戏工作的客观情况，没有使用明显的情感词汇或表达主观评价，整体情感倾向为中性。
873,我不是戏神里面了解到的好震撼现在看到,我不是戏神里面了解到的好震撼现在看到,"['戏神', '里面', '了解', '好', '震撼', '看到']",戏神 好 震撼,1,评论中使用了“好震撼”这一强烈积极的表达，传达了强烈的正面情感，表明用户对内容有深刻的触动和赞赏。
878,……说到舞狮,说到舞狮,['舞狮'],舞狮,0,该评论仅提及“说到舞狮”这一话题，没有表达任何情感倾向或评价性内容，属于中性陈述，既无积极也无消极情绪。
879,非遗这么沉重的担子居然带9玩好感动支持非遗传承非遗,非遗这么沉重的担子居然带9玩好感动支持非遗传承非遗,"['非遗', '这么', '沉重', '担子', '居然', '玩好', '感动', '支持', '非遗', '传承', '非遗']",非遗  沉重 担子 感动 支持 非遗 传承 ,1,评论中使用了“好感动”、“支持非遗传承”等积极词汇，表达了对非遗传承的认可和感动，整体情感倾向为正面。
880,我们原神魈也有傩面,我们原神魈也有傩面,"['原神', '傩面']",原神 傩面,1,评论中提到“原神魈也有傩面”，语气中带有自豪和认同感，表达了角色设定与联动内容的契合，整体情感倾向积极正面。
875,啊啊啊啊梁月？？？美到我了！啊啊啊啊好好看好像,啊啊啊啊梁月？？？美到我了！啊啊啊啊好好看好像,"['啊啊啊', '梁月', '美到', '啊啊啊', '好好看', '好像']", 梁月 美到  好好看 好像,1,评论中使用了“啊啊啊啊”等感叹词表达强烈惊喜，以及“美到我了”、“好好看”等直接赞美词汇，明确表达了对“梁月”形象的喜爱和惊艳之情，整体情感非常积极正面。
876,河神里面出现过傩戏哦,河神里面出现过傩戏哦,"['河神', '里面', '出现', '傩戏']",河神 里面 出现 傩戏,0,该评论仅陈述了“河神里面出现过傩戏”这一事实信息，没有使用任何表达个人喜好或评价的词汇，也没有明显的情绪倾向，属于客观的中性陈述。
881,第一次知道还是在道诡异仙里,第一次知道还是在道诡异仙里,"['第一次', '诡异', '仙里']",第一次 诡异 仙里,0,该评论仅陈述了首次了解某事物的来源，没有表达明显的喜爱、厌恶或评价性情感，属于客观事实陈述，因此情感倾向为中性。
877,虽然但是我理解的傩戏都是戴着面具的,虽然但是我理解的傩戏都是戴着面具的,"['虽然', '但是', '理解', '傩戏', '面具']",虽然 但是 理解 傩戏 面具,0,该评论以“虽然但是”开头，表达了一种转折或补充说明的语气，主要陈述了对傩戏通常戴着面具的个人理解。内容本身是客观的事实性描述，没有明显的褒贬词汇或情绪表达，因此整体情感倾向为中性。
882,我家乡可供参观的傩戏面具,我家乡可供参观的傩戏面具,"['家乡', '参观', '傩戏', '面具']",家乡 参观 傩戏 面具,0,该评论仅陈述了“我家乡可供参观的傩戏面具”这一事实，没有使用任何表达个人情感或评价的词汇，属于客观描述，因此情感倾向为中性。
883,那个傩套，我只拿了个飘的大面具,那个傩套，我只拿了个飘的大面具,['面具'],面具,0,该评论仅陈述了玩家在游戏中获得了特定道具（傩套中的大面具）的事实，没有表达明显的喜爱、不满或其他情绪倾向，属于客观描述性质的中性表达。
884,陈伶！梁月！以闪,陈伶！梁月！以闪,"['陈伶', '梁月', '以闪']",陈伶 梁月 以闪,1,该评论通过列举角色名和游戏名，表达了对《以闪》中陈伶和梁月角色的喜爱与关注，整体情感倾向为正面。
885,博物馆的傩戏面具,博物馆的傩戏面具,"['博物馆', '傩戏', '面具']",博物馆 傩戏 面具,0,该评论仅客观陈述了博物馆中的展品内容，没有使用任何表达情感倾向的词汇，也没有表现出明显的喜好或批评态度，属于中性的事实描述。
886,原来是傩戏呀！整理《文艺研究》目录时，上个世纪八十年代有对傩戏研究,原来是傩戏呀！整理文艺研究目录时，上个世纪八十年代有对傩戏研究,"['原来', '傩戏', '整理', '文艺', '研究', '目录', '上个世纪', '八十年代', '傩戏', '研究']",原来 傩戏 整理 文艺 研究 目录 上个世纪 八十年代 傩戏 研究,0,该评论以陈述事实为主，提及“傩戏”及相关学术研究背景，未使用明显情感词汇，仅表达认知或信息补充，无明显褒贬倾向。
887,我看，我不是戏神，知道的傩戏，但是在刷到这个视频之前，我念tan,我看，我不是戏神，知道的傩戏，但是在刷到这个视频之前，我念tan,"['戏神', '傩戏', '但是', '视频', '之前', '', 'tan']",戏神 傩戏 但是 视频 之前  tan,0,该评论主要陈述个人认知经历，表达在观看视频前对“傩”字读音的误解，属于事实性描述，未包含明显积极或消极的情感词汇，整体情感倾向中性。
891,天官啊！还有天真,天官啊！还有天真,"['天官', '天真']",天官 天真,1,该评论使用了“天官啊！”和“还有天真”等表达，语气中带有明显的惊喜和兴奋情绪，体现出对提及内容的喜爱和期待，整体情感倾向为正面。
892,看到了梁月,看到了梁月,"['看到', '梁月']",看到 梁月,0,该评论仅陈述了“看到了梁月”这一事实，没有使用任何情感色彩强烈的词汇，也没有表达明确的喜好或态度，属于客观陈述，因此情感倾向为中性。
888,我只能说中国真的太大了非遗遍地都是,我只能说中国真的太大了非遗遍地都是,"['只能', '中国', '真的', '太大', '非遗', '遍地']",只能 中国  太大 非遗 遍地,0,该评论陈述了中国非遗资源丰富的客观事实，使用“真的太大了”“遍地都是”等中性描述，没有表达明显的喜爱或批评情绪，属于客观陈述性质的中性评论。
893,傩戏返场，太震撼了！！！,傩戏返场，太震撼了！！！,"['傩戏', '返场', '震撼']",傩戏 返场 震撼,1,评论中使用了“太震撼了”这样的强烈感叹词和感叹号，表达了对傩戏返场内容的极度惊喜和赞赏，整体情感倾向明显为正面。
895,大学语文课上我做的部分就是傩戏,大学语文课上我做的部分就是傩戏,"['大学', '语文课', '部分', '傩戏']",大学 语文课 部分 傩戏,0,该评论仅陈述了个人在大学语文课上的学习内容，没有表达明显的积极或消极情绪，属于客观事实描述，情感倾向为中性。
894,啊啊啊有梁月和吴邪,啊啊啊有梁月和吴邪,"['啊啊啊', '有梁', '吴邪']", 有梁 吴邪,1,评论中使用了“啊啊啊”这样的感叹词表达兴奋和激动，同时提及具体角色名称“梁月”和“吴邪”，显示出对联动内容的熟悉和喜爱，整体情感倾向为正面。
889,说起傩，为什么没有靖妖傩舞？,说起傩，为什么没有靖妖傩舞？,"['说起', '为什么', '傩舞']",说起 为什么 傩舞,0,该评论以提问形式表达对特定内容缺失的关注，使用“为什么没有”进行询问，未包含明显的积极或消极情感词汇，更多是表达对内容的疑问或期待，整体情感倾向为中性。
896,在我初中的时候看过傩舞的小说，不记得内容，但是记得傩舞是什么,在我初中的时候看过傩舞的小说，不记得内容，但是记得傩舞是什么,"['初中', '时候', '看过', '傩舞', '小说', '记得', '内容', '但是', '记得', '傩舞']",初中  看过 傩舞 小说  傩舞,0,该评论仅陈述了个人对傩舞小说的记忆片段，没有表达明显的喜爱、厌恶或评价性情感，属于中性的事实陈述。
890,第一次知道傩戏，还是从沈从文的《边城》中的人物傩送拓展了解的， “傩神送的孩子”,第一次知道傩戏，还是从沈从文的边城中的人物傩送拓展了解的， 傩神送的孩子,"['第一次', '傩戏', '沈从文', '城中', '人物', '拓展', '了解', '傩神', '孩子']",第一次 傩戏 沈从文 城中 人物 拓展 了解 傩神 孩子,0,该评论主要陈述了了解傩戏的途径和背景知识，通过引用沈从文作品《边城》中的人物“傩送”进行说明，属于知识性分享或事实陈述。语言平实，未使用明显表达个人喜好或评价的词汇，没有流露出强烈的情感倾向。
898,我有一个傩戏主题大娃，我超爱！！,我有一个傩戏主题大娃，我超爱！！,"['一个', '傩戏', '主题', '大娃', '超爱']",一个 傩戏 主题 大娃 超爱,1,评论中使用了“超爱”这样强烈的积极词汇，直接表达了用户对傩戏主题大娃的极度喜爱和热情，情感倾向非常明确且积极。
897,第一次知道傩戏是这个电影我穿过,第一次知道傩戏是这个电影我穿过,"['第一次', '傩戏', '电影', '穿过']",第一次 傩戏 电影 穿过,0,该评论仅陈述了通过电影了解到傩戏这一事实，没有表达明显的喜爱、厌恶或评价性情绪，属于客观的信息陈述，情感倾向为中性。
899,好消息，我来早了,好消息，我来早了,"['好消息', '我来']",好消息 我来,1,评论中的“好消息”直接表达了积极情绪，而“我来早了”则隐含了期待和兴奋的心情，整体传递出对即将发生事件的正面期待和喜悦感。
902,我们桃源也跟傩戏联名了，特别好看的甲级建筑，这是我第一个好运气出了双金的甲级建筑，衣服也特别好看。,我们桃源也跟傩戏联名了，特别好看的甲级建筑，这是我第一个好运气出了双金的甲级建筑，衣服也特别好看。,"['桃源', '傩戏', '联名', '特别', '好看', '甲级', '建筑', '第一个', '好运气', '双金', '甲级', '建筑', '衣服', '特别', '好看']",桃源 傩戏 联名 特别 好看 甲级 建筑 第一个 好运气 双金 甲级 建筑 衣服 特别 好看,1,评论中使用了“特别好看”、“好运气”、“双金”等积极词汇，表达了对联名建筑和服饰的喜爱与获得时的喜悦，整体情感倾向为正面。
904,秦腔! ! !,秦腔! ! !,['秦腔'],秦腔,1,评论中连续使用感叹号和重复的“秦腔”表达强烈的兴奋与赞赏，体现了对秦腔元素的喜爱和惊喜，整体情感积极热烈。
900,既然带了我们盗墓笔记和京剧猫玩,既然带了我们盗墓笔记和京剧猫玩,"['既然', '盗墓', '笔记', '京剧']",盗墓 笔记 京剧猫,0,该评论仅陈述了联动涉及《盗墓笔记》和《京剧猫》两个IP的事实，没有使用明显的情感词汇，也没有表达出喜爱、期待或不满等情绪，属于客观描述性质的中性评论。
901,想到傩送了,想到傩送了,['想到'],,0,该评论仅提及“想到傩送了”，未使用明显的情感词汇，也未表达明确的态度或评价，仅陈述个人联想，缺乏情感倾向性，因此属于中性评论。
903,这边早就失传了，都是从港澳那边回流回来的,这边早就失传了，都是从港澳那边回流回来的,"['这边', '早就', '失传', '是从', '港澳', '那边', '回流', '回来']",这边 早就 失传 是从 港澳 那边 回流 回来,0,该评论陈述了一个文化现象，指出某些事物在本地失传后从港澳地区回流的事实，使用了客观描述性语言，没有表达明显的喜爱、批评或情感倾向，属于中性陈述。
905,戏曲的话，我们家的二月红和解雨臣也是可以的,戏曲的话，我们家的二月红和解雨臣也是可以的,"['戏曲', '的话', '二月', '和解', '雨臣', '可以']",戏曲 的话 二月 和解 雨臣 ,1,该评论以自豪的口吻提及“我们家的二月红和解雨臣”，并肯定其在戏曲方面的表现，使用了“也是可以的”这种积极评价表达认可，整体情感倾向为正面。
909,见傩者，百病消,见傩者，百病消,['百病'],百病,1,该评论使用了“百病消”这一传统祝福语，表达了对傩文化或相关内容的积极认同与美好祝愿，整体情感倾向为正面。
910,博主博主决战平安京有非遗联动皮肤了解一下吗,博主博主决战平安京有非遗联动皮肤了解一下吗,"['博主博主', '决战', '平安京', '非遗', '联动', '皮肤', '了解', '一下']",博主决战 平安京 非遗 联动 皮肤 ,0,该评论以询问形式了解游戏联动皮肤信息，未表达明确的情感倾向或评价，属于中性信息咨询。
907,太好了，有京剧猫,太好了，有京剧猫,"['太好了', '京剧']",太好了 京剧猫,1,该评论使用了“太好了”这一强烈积极词汇，直接表达了喜悦和兴奋的情绪，结合“有京剧猫”的内容指向，明确传达了对相关事物出现或存在的欢迎与喜爱，整体情感倾向为正面。
906,天官赐福！！！！,天官赐福！！！！,['天官赐福'],天官赐福,1,该评论使用了“天官赐福”这一表达，通常带有祝福和欣喜的意味，感叹号加强了激动和积极的情绪，整体传达出明显的正面情感倾向。
908,我们这里八月就开始有傩戏看了，但都是男人在舞,我们这里八月就开始有傩戏看了，但都是男人在舞,"['这里', '八月', '开始', '傩戏', '男人']",这里 八月 开始 傩戏 男人,0,该评论陈述了当地八月有傩戏可看的事实，并客观描述了“都是男人在舞”的表演形式，没有使用明显的情感词汇或表达主观评价，整体属于中性陈述。
912,附加遗产行不行,附加遗产行不行,"['附加', '遗产', '行不行']",附加 遗产 ,0,该评论仅询问“附加遗产行不行”，是一种中性的疑问或探讨，没有表达明显的积极或消极情绪。既无赞赏也无批评，属于信息询问或话题讨论性质。
914,是的，这是非遗就是拍这个二郎神的傩面角度有点不太好。,是的，这是非遗就是拍这个二郎神的傩面角度有点不太好。,"['这是', '非遗', '二郎神', '傩面', '角度', '有点', '不太好']",这是 非遗 二郎神 傩面 角度 有点 不太好,0,评论在肯定非遗价值的同时，客观指出了拍摄角度的问题，使用了“有点不太好”这样温和的表述，没有强烈的褒贬情绪，整体属于中性的观察反馈。
913,好像京剧猫哇,好像京剧猫哇,"['好像', '京剧']",好像 京剧,0,该评论仅将内容与“京剧猫”进行类比，表达观察或联想，未使用明显积极或消极的词汇，也未表露明确的情感态度，整体属于中性陈述。
911,村里的老手艺人们用尽毕生雕刻出来的面具。他们从村头走来，当真如同百鬼夜行。,村里的老手艺人们用尽毕生雕刻出来的面具。他们从村头走来，当真如同百鬼夜行。,"['村里', '手艺', '人们', '用尽', '毕生', '雕刻', '出来', '面具', '村头', '走来', '当真', '如同', '百鬼', '夜行']",村里 手艺 人们 用尽 毕生 雕刻  面具 村头 走来 当真 如同 百鬼 夜行,1,评论中“用尽毕生雕刻”表达了对老手艺人的敬意和对其技艺的赞叹，“如同百鬼夜行”虽用词独特，但结合语境是形容面具展示的生动与震撼场面，整体情感是对传统工艺的欣赏和肯定。
923,现在年轻人审美不错,现在年轻人审美不错,"['年轻人', '审美', '不错']",年轻人 审美 不错,1,该评论使用了“审美不错”这一积极评价词汇，明确表达了对年轻人审美的认可和赞赏，整体情感倾向为正面。
919,中国傩城欢迎你,中国傩城欢迎你,"['中国', '傩城', '欢迎']",中国 傩城 欢迎,1,该评论使用了“欢迎你”这一热情友好的表达，直接传递出欢迎和邀请的积极态度，整体情感倾向为正面。
916,第一次看傩戏是电影小镇的演出，十分震撼,第一次看傩戏是电影小镇的演出，十分震撼,"['第一次', '傩戏', '电影', '小镇', '演出', '十分', '震撼']",第一次 傩戏 电影 小镇 演出 十分 震撼,1,评论中使用了“十分震撼”这一强烈积极的表达，直接传达了对傩戏演出的深刻印象和高度赞赏，整体情感倾向明确为正面。
915,天官非遗还有,天官非遗还有,['非遗'],非遗,1,该评论提及“天官非遗”，通常与传统文化传承相关，表达了对文化活动的关注或支持。虽然没有强烈的情感词汇，但结合语境，此类话题常带有积极的社会意义，整体倾向为正面。
918,我其实对这个好感兴趣,我其实对这个好感兴趣,"['其实', '好', '感兴趣']", 好 感兴趣,1,评论中使用了“好感兴趣”这一明确表达兴趣和期待的积极词汇，表明说话者对话题或事物持有肯定和期待的态度，整体情感倾向为正面。
917,哇塞！！！是京剧猫！,哇塞！！！是京剧猫！,"['哇塞', '京剧']",哇塞 京剧猫,1,评论中使用了“哇塞”这样的感叹词和感叹号，表达了强烈的惊喜和兴奋情绪，同时直接提及“京剧猫”这一具体内容，显示出对联动或相关内容的喜爱和期待，整体情感倾向明显为正面。
922,真的好喜欢,真的好喜欢,"['真的', '好', '喜欢']", 好 喜欢,1,评论中使用了“真的好喜欢”这一强烈表达喜爱的词汇，直接传达了积极的情感态度，整体情感倾向明确为正面。
920,彩绘傩戏面具,彩绘傩戏面具,"['彩绘', '傩戏', '面具']",彩绘 傩戏 面具,0,该评论仅提及“彩绘傩戏面具”这一具体物品，未附加任何情感色彩或评价性语言，属于客观陈述，没有表达出明显的正面或负面情绪，因此情感倾向为中性。
924,老师太牛了,老师太牛了,['太牛'],太牛,1,评论中使用了“太牛了”这一高度赞扬的网络用语，表达了对老师能力或表现的强烈认可和钦佩，整体情感倾向明显为正面。
921,靖妖傩舞？,靖妖傩舞？,['傩舞'],傩舞,0,该评论仅以疑问句形式重复了特定名词“靖妖傩舞”，未附加任何表达个人感受或评价的词汇，也没有明显的积极或消极情绪倾向。其内容更像是对某个名称或概念的单纯提及或询问，因此整体情感判断为中性。
